	title	ref	typeBien	ville	price	surface	pieces	chambres	cuisine	garage	surface_terrain	nbSalleBain	balcon	terrace	jardin	classEnergy	gazEmission
3097	Appartement - 3 pièces - 66.59 m² - La Garenne-Colombes - 92250	9857	Appartement	La Garenne-Colombes	475000.0	66.0	3.0	2.0	Oui	Non	6659	1	Oui	Non	Non	D	D
3099	Appartement - 4 pièces - 92.23 m² - Paris - 75013	9798	Appartement	Paris	760000.0	92.0	4.0	3.0	Oui	Oui	8851	1	Oui	Non	Non	C	C
3100	Appartement - 2 pièces - 42 m² - Montévrain - 77144	9600	Appartement	Montévrain	224700.0	42.0	2.0	1.0	Oui	Oui	0	1	Oui	Oui	Non	ND	ND
3101	Maison - 4 pièces - 75.12 m² - Roissy-en-Brie - 77680	9790	Maison	Roissy-en-Brie	305280.0	75.0	4.0	2.0	Oui	Oui	0	1	Non	Oui	Oui	D	D
3102	Appartement - 5 pièces - 103 m² - Roissy-en-Brie - 77680	9875	Appartement	Roissy-en-Brie	230000.0	103.0	5.0	4.0	Oui	Non	103	1	Non	Non	Non	D	D
3103	Maison - 4 pièces - 91.56 m² - Baziège - 31450	5165	Maison	Baziège	229000.0	91.0	4.0	3.0	Oui	Non	0	1	Non	Non	Non	ND	ND
3104	Studio - 1 pièce - 25 m² - Paris - 75020	3414	Studio	Paris	180000.0	25.0	1.0		Oui	Non	0	0	Non	Non	Non	ND	ND
3105	Maison - 6 pièces - 175 m² - Colomiers - 31770	9676	Maison	Colomiers	540000.0	175.0	6.0	4.0	Oui	Oui	0	1	Oui	Non	Oui	ND	ND
3106	Appartement - 4 pièces - 92 m² - Neuilly-sur-Seine - 92200	9879	Appartement	Neuilly-sur-Seine	995000.0	92.0	4.0	2.0	Oui	Non	92	1	Oui	Non	Non	ND	ND
3107	Appartement - 3 pièces - 31.53 m² - Paris - 75012	9874	Appartement	Paris	333900.0	31.0	3.0	2.0	Non	Non	0	0	Non	Non	Non	ND	ND
3109	Maison - 3 pièces - 48 m² - Aubervilliers - 93300	9861	Maison	Aubervilliers	228000.0	48.0	3.0		Non	Non	0	0	Non	Non	Non	ND	ND
3110	Maison - 5 pièces - 96.01 m² - Nangis - 77370	9872	Maison	Nangis	244000.0	96.0	5.0	4.0	Oui	Non	0	1	Non	Oui	Oui	C	C
3111	Appartement - 4 pièces - 72 m² - Combs-la-Ville - 77380	4851	Appartement	Combs-la-Ville	149800.0	72.0	4.0	3.0	Oui	Oui	72	1	Oui	Non	Non	G	G
3112	Appartement - 3 pièces - 69 m² - Maisons-Laffitte - 78600	9850	Appartement	Maisons-Laffitte	435000.0	69.0	3.0	2.0	Oui	Oui	69	1	Oui	Non	Non	E	E
3113	Appartement - 4 pièces - 78 m² - Saint-Orens-de-Gameville - 31650	9842	Appartement	Saint-Orens-de-Gameville	292000.0	78.0	4.0	3.0	Oui	Non	0	0	Non	Non	Non	ND	ND
3114	Appartement - 4 pièces - 69.27 m² - Mantes-la-Jolie - 78200	9871	Appartement	Mantes-la-Jolie	155000.0	69.0	4.0	3.0	Oui	Oui	6927	1	Oui	Non	Non	D	E
3115	Maison - 6 pièces - 115 m² - Mennecy - 91540	9867	Maison	Mennecy	329000.0	115.0	6.0	4.0	Oui	Non	0	1	Non	Non	Non	ND	ND
3116	Appartement - 4 pièces - 89.82 m² - Chilly-Mazarin - 91380	9865	Appartement	Chilly-Mazarin	210000.0	89.0	4.0	3.0	Oui	Oui	8701	1	Oui	Non	Non	E	E
3117	Appartement - 3 pièces - 70 m² - Toulouse - 31300	9852	Appartement	Toulouse	227900.0	70.0	3.0	2.0	Oui	Oui	70	1	Oui	Non	Non	D	D
3118	Maison - 4 pièces - 123.66 m² - Grisy-les-Plâtres - 95810	9853	Maison	Grisy-les-Plâtres	388400.0	123.0	4.0	2.0	Oui	Oui	0	1	Non	Oui	Oui	B	A
3119	Appartement - 5 pièces - 123 m² - Le Mesnil-le-Roi - 78600	9855	Appartement	Le Mesnil-le-Roi	540000.0	123.0	5.0	3.0	Oui	Oui	123	1	Oui	Non	Non	D	D
3120	Appartement - 4 pièces - 68 m² - Houilles - 78800	9858	Appartement	Houilles	299000.0	68.0	4.0	2.0	Oui	Non	68	1	Non	Non	Non	ND	ND
3121	Appartement - 3 pièces - 42.58 m² - Houilles - 78800	9795	Appartement	Houilles	249000.0	42.0	3.0	2.0	Oui	Non	4258	1	Non	Non	Non	G	F
3122	Maison - 3 pièces - 73.7 m² - Marines - 95640	9570	Maison	Marines	259440.0	73.0	3.0	2.0	Oui	Non	0	0	Non	Non	Non	F	F
3124	Maison - 5 pièces - 150 m² - L'Étang-la-Ville - 78620	9854	Maison	L'Étang-la-Ville	688000.0	150.0	5.0	3.0	Non	Oui	106	1	Oui	Oui	Oui	ND	ND
3125	Appartement - 2 pièces - 41 m² - Vernon - 27200	9813	Appartement	Vernon	110000.0	41.0	2.0	1.0	Oui	Non	41	0	Non	Non	Non	E	B
3126	Maison - 3 pièces - 55 m² - Bruyères-et-Montbérault - 02860	9622	Maison	Bruyères-et-Montbérault	77000.0	55.0	3.0	2.0	Oui	Non	0	1	Non	Oui	Non	ND	ND
3128	Maison - 4 pièces - 60 m² - Houilles - 78800	9803	Maison	Houilles	290000.0	60.0	4.0	2.0	Oui	Oui	0	1	Non	Oui	Oui	G	F
3129	Appartement - 3 pièces - 68 m² - Chilly-Mazarin - 91380	9825	Appartement	Chilly-Mazarin	219900.0	68.0	3.0	2.0	Oui	Non	0	0	Non	Non	Non	D	C
3130	Appartement - 3 pièces - 91.37 m² - Le Mesnil-le-Roi - 78600	9815	Appartement	Le Mesnil-le-Roi	380000.0	91.0	3.0	2.0	Oui	Oui	9137	1	Oui	Non	Non	E	E
3131	Maison - 5 pièces - 110 m² - Limay - 78520	9840	Maison	Limay	289000.0	110.0	5.0	3.0	Oui	Non	0	0	Non	Non	Oui	D	D
3133	Appartement - 3 pièces - 70 m² - Saint-Michel-sur-Orge - 91240	9832	Appartement	Saint-Michel-sur-Orge	184000.0	70.0	3.0	2.0	Oui	Oui	0	1	Oui	Non	Non	D	D
3134	Maison - 5 pièces - 105 m² - Longjumeau - 91160	9818	Maison	Longjumeau	425000.0	105.0	5.0	3.0	Oui	Oui	105	1	Non	Oui	Oui	ND	ND
3136	Maison - 5 pièces - 134 m² - Mennecy - 91540	9823	Maison	Mennecy	405000.0	134.0	5.0	4.0	Oui	Oui	0	1	Non	Oui	Oui	ND	ND
3137	Appartement - 5 pièces - 82 m² - Longjumeau - 91160	9710	Appartement	Longjumeau	167400.0	82.0	5.0	3.0	Oui	Oui	82	1	Oui	Non	Non	ND	ND
3138	Maison - 5 pièces - 230 m² - Lambersart - 59130	9817	Maison	Lambersart	475000.0	230.0	5.0	3.0	Non	Non	0	0	Non	Non	Non	D	D
3139	Appartement - 3 pièces - 67 m² - Toulouse - 31100	9546	Appartement	Toulouse	200000.0	67.0	3.0	2.0	Non	Non	67	1	Non	Oui	Non	D	B
3140	Maison - 3 pièces - 68 m² - Toulouse - 31500	9588	Maison	Toulouse	298000.0	68.0	3.0	2.0	Non	Non	68	0	Non	Non	Non	C	A
3141	Studio - 1 pièce - 24 m² - Lille - 59800	9822	Studio	Lille	153000.0	24.0	1.0		Non	Non	24	0	Non	Non	Non	ND	ND
3142	Maison - 11 pièces - 265 m² - Fontenay-Saint-Père - 78440	9836	Maison	Fontenay-Saint-Père	633000.0	265.0	11.0	5.0	Oui	Non	0	1	Non	Oui	Oui	D	B
3143	Maison - 5 pièces - 85 m² - Jouy-le-Moutier - 95280	9835	Maison	Jouy-le-Moutier	339900.0	85.0	5.0	3.0	Oui	Non	0	1	Non	Oui	Non	E	E
3144	Loft/Atelier/Duplex - 7 pièces - 114.76 m² - Jouy-le-Moutier - 95280	9834	Loft/Atelier/Duplex	Jouy-le-Moutier	309900.0	114.0	7.0	4.0	Oui	Non	0	1	Non	Non	Oui	ND	ND
3145	Maison - 6 pièces - 112 m² - Sérifontaine - 60590	9833	Maison	Sérifontaine	275220.0	112.0	6.0	3.0	Oui	Non	0	1	Non	Oui	Oui	ND	ND
3146	Appartement - 3 pièces - 59.18 m² - Mennecy - 91540	9831	Appartement	Mennecy	235000.0	59.0	3.0	2.0	Oui	Oui	5918	1	Non	Oui	Non	B	C
3148	Maison - 5 pièces - 77.29 m² - Éragny-sur-Epte - 60590	9807	Maison	Éragny-sur-Epte	171020.0	77.0	5.0	3.0	Oui	Non	0	1	Non	Oui	Non	E	B
3149	Appartement - 4 pièces - 78.27 m² - Rouen - 76000	9778	Appartement	Rouen	103000.0	78.0	4.0	3.0	Oui	Non	0	0	Oui	Non	Non	ND	ND
3150	Appartement - 3 pièces - 70.12 m² - Roissy-en-Brie - 77680	9814	Appartement	Roissy-en-Brie	205440.0	70.0	3.0	2.0	Oui	Non	7012	0	Oui	Non	Non	D	E
3151	Appartement - 3 pièces - 72 m² - Joinville-le-Pont - 94340	9824	Appartement	Joinville-le-Pont	410000.0	72.0	3.0	2.0	Oui	Oui	0	0	Oui	Non	Non	ND	ND
3152	Maison - 4 pièces - 85 m² - Étrépagny - 27150	9811	Maison	Étrépagny	199000.0	85.0	4.0	3.0	Oui	Non	0	0	Non	Oui	Oui	D	B
3153	Maison - 5 pièces - 116.96 m² - Heudicourt - 27860	9809	Maison	Heudicourt	223650.0	116.0	5.0	4.0	Oui	Non	0	0	Non	Oui	Oui	E	B
3154	Maison - 5 pièces - 118 m² - Champs-sur-Marne - 77420	9796	Maison	Champs-sur-Marne	650000.0	118.0	5.0	4.0	Non	Non	0	1	Non	Non	Non	ND	ND
3155	Maison - 4 pièces - 110 m² - Armoy - 74200	9776	Maison	Armoy	535000.0	110.0	4.0	3.0	Oui	Oui	10681	1	Non	Oui	Non	B	C
3156	Maison - 5 pièces - 98 m² - Mantes-la-Ville - 78711	9808	Maison	Mantes-la-Ville	231600.0	98.0	5.0	3.0	Oui	Oui	0	1	Non	Oui	Oui	E	E
3157	Maison - 5 pièces - 127 m² - Brueil-en-Vexin - 78440	6821	Maison	Brueil-en-Vexin	264000.0	127.0	5.0	4.0	Oui	Non	0	1	Non	Oui	Non	F	C
3158	Appartement - 3 pièces - 49.09 m² - Roissy-en-Brie - 77680	9787	Appartement	Roissy-en-Brie	207900.0	49.0	3.0	2.0	Oui	Oui	4902	1	Oui	Non	Non	D	B
3159	Maison - 4 pièces - 60 m² - Aubervilliers - 93300	9788	Maison	Aubervilliers	235000.0	60.0	4.0		Non	Non	60	0	Non	Non	Non	ND	ND
3160	Appartement - 4 pièces - 106 m² - Maisons-Laffitte - 78600	9785	Appartement	Maisons-Laffitte	708000.0	106.0	4.0	3.0	Oui	Oui	106	1	Oui	Oui	Non	D	D
3161	Appartement - 3 pièces - 65 m² - Marguerittes - 30320	7187	Appartement	Marguerittes	99000.0	65.0	3.0	1.0	Oui	Non	0	0	Non	Non	Non	C	A
3166	Appartement - 2 pièces - 48 m² - Paris - 75014	9799	Appartement	Paris	524000.0	48.0	2.0	1.0	Oui	Non	4560	0	Non	Non	Non	C	C
3167	Appartement - 3 pièces - 82 m² - Paris - 75019	9802	Appartement	Paris	810000.0	82.0	3.0	2.0	Oui	Non	0	1	Non	Non	Non	D	D
3169	Appartement - 3 pièces - 64.31 m² - Mantes-la-Jolie - 78200	5828	Appartement	Mantes-la-Jolie	179000.0	64.0	3.0	2.0	Oui	Non	6431	1	Non	Non	Non	D	D
3170	Loft/Atelier/Duplex - 3 pièces - 62 m² - Aubervilliers - 93300	9556	Loft/Atelier/Duplex	Aubervilliers	280000.0	62.0	3.0	2.0	Non	Non	0	0	Non	Non	Non	ND	ND
3172	Maison - 5 pièces - 108.14 m² - Gisors - 27140	9774	Maison	Gisors	191860.0	108.0	5.0	3.0	Oui	Non	0	0	Non	Oui	Non	E	B
3173	Maison - 6 pièces - 184.44 m² - Le Vauroux - 60390	9771	Maison	Le Vauroux	345000.0	184.0	6.0	4.0	Oui	Non	0	1	Non	Oui	Oui	E	C
3174	Appartement - 3 pièces - 74 m² - Paris - 75020	9784	Appartement	Paris	665000.0	74.0	3.0	2.0	Oui	Non	0	0	Non	Non	Non	D	D
3175	Appartement - 1 pièce - 40 m² - Paris - 75020	9782	Appartement	Paris	329500.0	40.0	1.0		Oui	Non	3660	1	Non	Non	Oui	F	E
3176	Appartement - 2 pièces - 53 m² - Pins-Justaret - 31860	9783	Appartement	Pins-Justaret	129000.0	53.0	2.0	1.0	Oui	Non	0	0	Non	Non	Non	C	A
3177	Maison - 4 pièces - 73.6 m² - Saint-Ouen-l'Aumône - 95310	9758	Maison	Saint-Ouen-l'Aumône	289600.0	73.0	4.0	3.0	Oui	Oui	7360	1	Non	Oui	Non	C	C
3178	Appartement - 2 pièces - 49.42 m² - Châtel - 74390	9777	Appartement	Châtel	350000.0	49.0	2.0	2.0	Oui	Oui	4942	1	Oui	Non	Non	ND	ND
3179	Appartement - 4 pièces - 70 m² - Châtel - 74390	9767	Appartement	Châtel	375000.0	70.0	4.0	3.0	Oui	Oui	5324	1	Oui	Non	Non	ND	ND
3180	Maison - 6 pièces - 113 m² - Quincy-sous-Sénart - 91480	9769	Maison	Quincy-sous-Sénart	395000.0	113.0	6.0	4.0	Oui	Non	0	1	Non	Oui	Oui	ND	ND
3181	Maison - 6 pièces - 137.07 m² - Lille - 59000	9781	Maison	Lille	379000.0	137.0	6.0	5.0	Non	Non	0	0	Non	Non	Non	F	C
3182	Maison - 7 pièces - 225 m² - Lille - 59000	9773	Maison	Lille	840000.0	225.0	7.0	6.0	Oui	Non	0	2	Non	Non	Non	D	D
3183	Maison - 6 pièces - 142 m² - La Crau - 83260	9770	Maison	La Crau	645750.0	142.0	6.0	4.0	Oui	Oui	0	1	Non	Oui	Oui	B	A
3184	Studio - 1 pièce - 25.93 m² - Longjumeau - 91160	9457	Studio	Longjumeau	120000.0	25.0	1.0	1.0	Oui	Oui	2593	0	Non	Oui	Non	G	C
3185	Maison - 9 pièces - 190 m² - Épône - 78680	9759	Maison	Épône	499000.0	190.0	9.0	6.0	Oui	Non	0	1	Non	Non	Non	C	A
3186	Maison - 6 pièces - 180.29 m² - Étrépagny - 27150	9763	Maison	Étrépagny	296560.0	180.0	6.0	3.0	Oui	Non	0	2	Non	Oui	Non	ND	ND
3188	Maison - 8 pièces - 200 m² - Bézu-Saint-Éloi - 27660	9762	Maison	Bézu-Saint-Éloi	390000.0	200.0	8.0	5.0	Oui	Non	0	1	Non	Oui	Oui	D	E
3190	Maison - 6 pièces - 73.12 m² - Nangis - 77370	6765	Maison	Nangis	146000.0	73.0	6.0		Non	Non	0	0	Non	Non	Non	ND	ND
3191	Appartement - 4 pièces - 75 m² - Le Grand-Quevilly - 76120	9752	Appartement	Le Grand-Quevilly	145000.0	75.0	4.0	2.0	Oui	Non	0	1	Oui	Non	Non	D	A
3192	Maison - 6 pièces - 177.47 m² - Marines - 95640	9746	Maison	Marines	469520.0	177.0	6.0	4.0	Oui	Non	0	1	Non	Oui	Oui	C	C
3193	Appartement - 2 pièces - 45 m² - Mennecy - 91540	9732	Appartement	Mennecy	180000.0	45.0	2.0	1.0	Oui	Non	0	1	Non	Oui	Non	ND	ND
3194	Maison - 2 pièces - 55.47 m² - Cailhau - 11240	9750	Maison	Cailhau	84900.0	55.0	2.0	2.0	Non	Non	0	0	Non	Non	Non	E	B
3195	Maison - 5 pièces - 131.3 m² - Mougins - 06250	9707	Maison	Mougins	691000.0	131.0	5.0	3.0	Oui	Oui	13130	1	Non	Oui	Non	C	C
3196	Maison - 6 pièces - 157 m² - Routier - 11240	9749	Maison	Routier	260900.0	157.0	6.0	4.0	Oui	Non	0	0	Non	Non	Oui	C	A
3197	Maison - 5 pièces - 110 m² - Mennecy - 91540	9743	Maison	Mennecy	308000.0	110.0	5.0	4.0	Non	Non	0	1	Non	Non	Non	ND	ND
3198	Appartement - 4 pièces - 93 m² - Sartrouville - 78500	9728	Appartement	Sartrouville	289000.0	93.0	4.0	3.0	Oui	Non	9316	0	Non	Non	Non	E	E
3199	Studio - 2 pièces - 33 m² - Maisons-Laffitte - 78600	9731	Studio	Maisons-Laffitte	260000.0	33.0	2.0	1.0	Oui	Oui	33	0	Oui	Non	Non	F	C
3200	Appartement - 6 pièces - 100 m² - Rouen - 76000	9735	Appartement	Rouen	258000.0	100.0	6.0	4.0	Oui	Non	0	2	Non	Non	Non	E	E
3201	Appartement - 4 pièces - 74 m² - Cergy - 95800	9734	Appartement	Cergy	280000.0	74.0	4.0	3.0	Oui	Non	0	1	Oui	Non	Non	D	B
3202	Appartement - 3 pièces - 65 m² - Roissy-en-Brie - 77680	9741	Appartement	Roissy-en-Brie	316940.0	65.0	3.0	2.0	Oui	Oui	0	1	Oui	Oui	Non	B	A
3203	Maison - 3 pièces - 78 m² - Aubervilliers - 93300	9680	Maison	Aubervilliers	355000.0	78.0	3.0	2.0	Non	Non	0	0	Non	Non	Non	ND	ND
3204	Appartement - 3 pièces - 37.57 m² - Paris - 75020	9708	Appartement	Paris	399500.0	37.0	3.0	2.0	Oui	Non	3757	1	Oui	Non	Non	F	F
3205	Appartement - 2 pièces - 60.01 m² - Saint-Cloud - 92210	9694	Appartement	Saint-Cloud	379000.0	60.0	2.0	1.0	Oui	Non	6001	1	Oui	Non	Non	D	D
3206	Maison - 5 pièces - 117.35 m² - Combs-la-Ville - 77380	9724	Maison	Combs-la-Ville	339000.0	117.0	5.0	4.0	Oui	Non	0	1	Non	Oui	Oui	ND	ND
3207	Appartement - 2 pièces - 33 m² - Paris - 75015	9721	Appartement	Paris	435000.0	33.0	2.0	1.0	Oui	Non	0	0	Non	Non	Non	ND	ND
3208	Appartement - 2 pièces - 39.02 m² - La Garenne-Colombes - 92250	9720	Appartement	La Garenne-Colombes	350000.0	39.0	2.0	1.0	Oui	Non	3902	1	Oui	Non	Non	C	A
3209	Appartement - 2 pièces - 48 m² - Boulogne-Billancourt - 92100	9709	Appartement	Boulogne-Billancourt	445000.0	48.0	2.0	1.0	Oui	Non	4774	1	Oui	Non	Non	D	D
3210	Appartement - 5 pièces - 93 m² - Mennecy - 91540	9648	Appartement	Mennecy	194000.0	93.0	5.0	3.0	Oui	Non	0	1	Non	Non	Non	F	F
3211	Maison - 5 pièces - 109 m² - Ozoir-la-Ferrière - 77330	9706	Maison	Ozoir-la-Ferrière	393500.0	109.0	5.0	3.0	Oui	Non	0	1	Non	Oui	Oui	F	F
3212	Maison - 3 pièces - 88.89 m² - Nangis - 77370	6758	Maison	Nangis	223000.0	88.0	3.0	2.0	Non	Non	0	1	Non	Non	Oui	ND	ND
3214	Maison - 7 pièces - 161 m² - Mantes-la-Jolie - 78200	9715	Maison	Mantes-la-Jolie	469000.0	161.0	7.0	4.0	Oui	Non	0	2	Non	Oui	Oui	D	D
3215	Maison - 4 pièces - 127.88 m² - Ferrières-en-Bray - 76220	9704	Maison	Ferrières-en-Bray	211000.0	127.0	4.0	3.0	Oui	Non	0	0	Non	Oui	Oui	E	B
3216	Maison - 4 pièces - 74.79 m² - Étrépagny - 27150	9702	Maison	Étrépagny	171520.0	74.0	4.0	2.0	Oui	Non	0	1	Non	Oui	Oui	C	C
3217	Maison - 5 pièces - 85 m² - Ozouer-le-Voulgis - 77390	9691	Maison	Ozouer-le-Voulgis	280000.0	85.0	5.0	3.0	Non	Non	0	0	Non	Non	Non	E	E
3218	Appartement - 1 pièce - 33.91 m² - Saint-Ouen-l'Aumône - 95310	9700	Appartement	Saint-Ouen-l'Aumône	107600.0	33.0	1.0		Oui	Non	3391	0	Non	Non	Non	F	F
3220	Maison - 5 pièces - 119 m² - Mennecy - 91540	9717	Maison	Mennecy	369000.0	119.0	5.0	3.0	Oui	Non	0	0	Non	Oui	Non	ND	ND
3221	Maison - 7 pièces - 140 m² - Villenoy - 77124	9703	Maison	Villenoy	339710.0	140.0	7.0	4.0	Oui	Non	0	0	Non	Non	Non	ND	ND
3222	Maison - 6 pièces - 122.73 m² - Roissy-en-Brie - 77680	9716	Maison	Roissy-en-Brie	430000.0	122.0	6.0	3.0	Oui	Oui	0	1	Non	Oui	Oui	D	B
3223	Maison - 6 pièces - 130 m² - Houilles - 78800	9718	Maison	Houilles	655000.0	130.0	6.0	3.0	Oui	Oui	0	1	Oui	Non	Oui	E	E
3224	Maison - 5 pièces - 135 m² - Barbaira - 11800	9714	Maison	Barbaira	229900.0	135.0	5.0	4.0	Non	Non	0	1	Non	Non	Non	ND	ND
3226	Maison - 6 pièces - 101 m² - Jouy-le-Moutier - 95280	9695	Maison	Jouy-le-Moutier	449900.0	101.0	6.0	4.0	Oui	Non	0	1	Non	Oui	Oui	E	B
3227	Appartement - 3 pièces - 66.1 m² - Combs-la-Ville - 77380	7200	Appartement	Combs-la-Ville	269000.0	66.0	3.0	2.0	Oui	Oui	0	1	Oui	Non	Non	ND	ND
3228	Maison - 7 pièces - 200 m² - Condé-Sainte-Libiaire - 77450	9693	Maison	Condé-Sainte-Libiaire	626880.0	200.0	7.0	4.0	Oui	Oui	0	0	Non	Oui	Oui	C	B
3229	Appartement - 3 pièces - 68 m² - Le Plessis-Robinson - 92350	9688	Appartement	Le Plessis-Robinson	359000.0	68.0	3.0	2.0	Oui	Non	0	0	Oui	Non	Non	ND	ND
3230	Appartement - 3 pièces - 60.68 m² - Gisors - 27140	9684	Appartement	Gisors	171020.0	60.0	3.0	2.0	Oui	Non	0	1	Oui	Non	Non	D	B
3231	Maison - 3 pièces - 84.95 m² - Gisors - 27140	9683	Maison	Gisors	197070.0	84.0	3.0	2.0	Oui	Non	0	1	Non	Non	Non	ND	ND
3233	Maison - 7 pièces - 163 m² - Mantes-la-Jolie - 78200	9161	Maison	Mantes-la-Jolie	379000.0	163.0	7.0	4.0	Oui	Oui	0	0	Non	Oui	Oui	E	E
3235	Maison - 8 pièces - 126.48 m² - Fay-les-Étangs - 60240	8919	Maison	Fay-les-Étangs	259590.0	126.0	8.0	3.0	Oui	Non	0	0	Non	Non	Non	C	A
3236	Maison - 4 pièces - 66.66 m² - Malviès - 11300	9678	Maison	Malviès	89900.0	66.0	4.0	2.0	Non	Non	0	0	Non	Non	Non	D	B
3237	Maison - 4 pièces - 78 m² - Les Mureaux - 78130	9458	Maison	Les Mureaux	240000.0	78.0	4.0	3.0	Oui	Non	0	1	Non	Non	Non	D	B
3238	Maison - 7 pièces - 135 m² - Rosny-sur-Seine - 78710	9644	Maison	Rosny-sur-Seine	239000.0	135.0	7.0	5.0	Oui	Oui	0	0	Non	Oui	Oui	E	C
3239	Maison - 9 pièces - 200 m² - Les Mureaux - 78130	9667	Maison	Les Mureaux	516000.0	200.0	9.0	5.0	Oui	Non	0	1	Non	Non	Non	ND	ND
3240	Appartement - 4 pièces - 71 m² - Mantes-la-Jolie - 78200	9673	Appartement	Mantes-la-Jolie	169000.0	71.0	4.0	3.0	Oui	Oui	71	1	Non	Non	Non	D	D
3241	Studio - 1 pièce - 17 m² - Paris - 75015	9672	Studio	Paris	213000.0	17.0	1.0		Oui	Non	1657	0	Non	Non	Non	F	F
3242	Appartement - 2 pièces - 29 m² - Aubervilliers - 93300	9659	Appartement	Aubervilliers	125000.0	29.0	2.0		Non	Non	29	0	Non	Non	Non	ND	ND
3243	Maison - 8 pièces - 182 m² - Mantes-la-Ville - 78711	9665	Maison	Mantes-la-Ville	416600.0	182.0	8.0	6.0	Oui	Oui	0	0	Non	Oui	Oui	D	D
3244	Appartement - 2 pièces - 49 m² - Maisons-Laffitte - 78600	9663	Appartement	Maisons-Laffitte	291500.0	49.0	2.0	1.0	Oui	Non	49	1	Non	Non	Non	C	A
3245	Appartement - 3 pièces - 64 m² - La Garde - 83130	9666	Appartement	La Garde	263750.0	64.0	3.0	2.0	Non	Non	0	1	Non	Non	Non	D	B
3246	Maison - 6 pièces - 140.07 m² - Le Pradet - 83220	9653	Maison	Le Pradet	698000.0	140.0	6.0	4.0	Oui	Non	0	4	Non	Non	Non	D	B
3247	Maison - 8 pièces - 187 m² - Sète - 34200	9662	Maison	Sète	786000.0	187.0	8.0	6.0	Oui	Oui	0	2	Oui	Oui	Oui	D	D
3248	Maison - 6 pièces - 130 m² - Val d'Orger - 27440	9661	Maison	Val d'Orger	144500.0	130.0	6.0	4.0	Oui	Non	0	1	Non	Oui	Oui	ND	ND
3249	Appartement - 2 pièces - 28.94 m² - Paris - 75012	9651	Appartement	Paris	320000.0	28.0	2.0	1.0	Oui	Non	2770	0	Non	Non	Non	E	B
3250	Maison - 6 pièces - 130 m² - Le Mesnil-Esnard - 76240	9660	Maison	Le Mesnil-Esnard	295500.0	130.0	6.0	5.0	Oui	Non	0	1	Non	Oui	Oui	F	F
3251	Maison - 6 pièces - 140.24 m² - Marines - 95640	9657	Maison	Marines	369000.0	140.0	6.0	4.0	Oui	Non	0	1	Non	Oui	Non	E	B
3252	Maison - 3 pièces - 64.75 m² - Auvers-sur-Oise - 95430	9656	Maison	Auvers-sur-Oise	279970.0	64.0	3.0	2.0	Oui	Non	0	1	Non	Oui	Non	F	F
3253	Maison - 4 pièces - 88.23 m² - Loupia - 11300	9508	Maison	Loupia	194900.0	88.0	4.0	2.0	Non	Non	0	0	Non	Non	Non	C	A
3255	Maison - 4 pièces - 75 m² - Saint-André-lez-Lille - 59350	9640	Maison	Saint-André-lez-Lille	239000.0	75.0	4.0	2.0	Non	Non	0	0	Non	Non	Non	C	C
3256	Appartement - 4 pièces - 74.7 m² - Vitry-sur-Seine - 94400	9402	Appartement	Vitry-sur-Seine	296000.0	74.0	4.0	3.0	Oui	Oui	0	0	Oui	Non	Non	ND	ND
3257	Maison - 5 pièces - 90.35 m² - Marines - 95640	6322	Maison	Marines	274000.0	90.0	5.0	4.0	Oui	Non	9035	1	Non	Non	Non	F	F
3258	Maison - 5 pièces - 108 m² - Gisors - 27140	9628	Maison	Gisors	186650.0	108.0	5.0	3.0	Oui	Non	0	2	Non	Oui	Non	D	B
3259	Maison - 2 pièces - 50 m² - Pitres - 27590	9627	Maison	Pitres	99000.0	50.0	2.0	1.0	Oui	Non	0	0	Non	Oui	Non	ND	ND
3260	Maison - 4 pièces - 70 m² - Bazincourt-sur-Epte - 27140	9629	Maison	Bazincourt-sur-Epte	181440.0	70.0	4.0	2.0	Oui	Non	0	1	Non	Oui	Non	ND	ND
3261	Maison - 5 pièces - 120 m² - Oinville-sur-Montcient - 78250	9642	Maison	Oinville-sur-Montcient	327050.0	120.0	5.0	4.0	Oui	Non	0	0	Non	Oui	Oui	E	B
3262	Maison - 3 pièces - 62 m² - Mougins - 06250	9605	Maison	Mougins	450000.0	62.0	3.0	2.0	Non	Oui	0	0	Non	Non	Non	D	B
3263	Appartement - 2 pièces - 41.89 m² - Le Pradet - 83220	9414	Appartement	Le Pradet	239000.0	41.0	2.0	1.0	Oui	Oui	0	1	Non	Oui	Oui	C	A
3264	Maison - 4 pièces - 108 m² - Toulon - 83200	9641	Maison	Toulon	378000.0	108.0	4.0	2.0	Oui	Oui	0	2	Non	Non	Oui	ND	ND
3265	Maison - 4 pièces - 120 m² - Bezouce - 30320	9485	Maison	Bezouce	229000.0	120.0	4.0	3.0	Oui	Non	0	1	Non	Oui	Non	D	D
3266	Appartement - 5 pièces - 123.86 m² - Maisons-Laffitte - 78600	9649	Appartement	Maisons-Laffitte	719000.0	123.0	5.0	3.0	Oui	Non	12386	1	Non	Non	Non	E	E
3268	Studio - 1 pièce - 15 m² - Paris - 75015	9639	Studio	Paris	199000.0	15.0	1.0		Oui	Non	1482	0	Non	Non	Non	F	C
3269	Studio - 1 pièce - 10.99 m² - Paris - 75008	9638	Studio	Paris	160000.0	10.0	1.0		Oui	Non	799	0	Non	Non	Non	G	C
